ship_id,ship_type,route_id,month,distance,fuel_type,fuel_consumption,CO2_emissions,weather_conditions,engine_efficiency,estimated_dwt,CII_score,Eff_Flag,fuel intensity,ship_type,dwt
NG033,Oil Service Boat,Lagos-Apapa,December,87.8,HFO,2891.55,8547,Calm,88.64,1500,64.89749431,OK,32.93,,
NG034,Surfer Boat,Warri-Bonny,January,133.7,Diesel,2056.93,6096.58,Moderate,93.82,50,911.9790576,OK,15.38,,
NG034,Surfer Boat,Lagos-Apapa,February,45.96,Diesel,657.94,1753.81,Moderate,71.33,50,763.1897302,LOW,14.32,,
NG034,Surfer Boat,Port Harcourt-Lagos,March,46.16,Diesel,510.11,1429.25,Calm,82.52,50,619.2590988,OK,11.05,,
NG034,Surfer Boat,Lagos-Apapa,April,102.86,Diesel,1157.14,3378.35,Calm,78.44,50,656.8831421,OK,11.25,,
NG034,Surfer Boat,Escravos-Lagos,May,130.82,Diesel,2317.01,6664.31,Moderate,88.72,50,1018.851858,OK,17.71,,
NG034,Surfer Boat,Port Harcourt-Lagos,June,183.03,Diesel,2657.55,6870.3,Moderate,71.2,50,750.7293886,LOW,14.52,,
NG034,Surfer Boat,Escravos-Lagos,July,107.69,Diesel,1296.57,3317.65,Calm,79.2,50,616.1482032,OK,12.04,,
NG034,Surfer Boat,Escravos-Lagos,August,190.55,Diesel,2445.97,6932.22,Calm,84.11,50,727.6011546,OK,12.84,,
NG034,Surfer Boat,Port Harcourt-Lagos,September,138.38,Diesel,2079.81,5302.76,Stormy,82.93,50,766.4055499,OK,15.03,,
NG034,Surfer Boat,Escravos-Lagos,October,99.72,Diesel,1899.94,5461.75,Moderate,77.37,50,1095.417168,OK,19.05,,
NG034,Surfer Boat,Port Harcourt-Lagos,November,35.57,Diesel,411.14,1200.48,Moderate,94.45,50,674.995783,OK,11.56,,
NG034,Surfer Boat,Warri-Bonny,December,158.83,Diesel,1720.68,4683.28,Stormy,81.66,50,589.7223446,OK,10.83,,
NG035,Fishing Trawler,Port Harcourt-Lagos,January,181.72,Diesel,4957.67,14847.03,Calm,88.51,500,163.405569,OK,27.28,,
NG035,Fishing Trawler,Escravos-Lagos,February,124.67,HFO,2816.44,8150.61,Moderate,70.01,500,130.7549531,LOW,22.59,,
NG035,Fishing Trawler,Port Harcourt-Lagos,March,132.46,HFO,3345.33,9659.37,Calm,93.83,500,145.8458403,OK,25.26,,
NG035,Fishing Trawler,Warri-Bonny,April,170.88,Diesel,4849.39,12140.21,Calm,83.08,500,142.0904728,OK,28.38,,
NG035,Fishing Trawler,Lagos-Apapa,May,127.75,HFO,2942.16,8502.55,Moderate,76.28,500,133.1123288,OK,23.03,,
NG035,Fishing Trawler,Port Harcourt-Lagos,June,190.58,HFO,5141.35,13793.36,Moderate,92.18,500,144.7513905,OK,26.98,,
NG035,Fishing Trawler,Port Harcourt-Lagos,July,92.16,HFO,2203.1,6449.77,Stormy,73.02,500,139.968967,LOW,23.91,,
NG035,Fishing Trawler,Warri-Bonny,August,100.91,Diesel,3014.68,8736.39,Moderate,84.56,500,173.1521157,OK,29.87,,
NG035,Fishing Trawler,Escravos-Lagos,September,182.15,HFO,4799.08,12304.07,Calm,75.62,500,135.0982158,OK,26.35,,
NG035,Fishing Trawler,Port Harcourt-Lagos,October,100.77,HFO,2526.98,7289.02,Stormy,91.51,500,144.6664682,OK,25.08,,
NG035,Fishing Trawler,Port Harcourt-Lagos,November,75.6,Diesel,1751.39,5103.37,Calm,70.31,500,135.0097884,LOW,23.17,,
NG035,Fishing Trawler,Warri-Bonny,December,78.12,Diesel,2151.93,6029.58,Moderate,85.31,500,154.3671275,OK,27.55,,
NG036,Tanker Ship,Escravos-Lagos,January,448.32,HFO,18754.7,53733.29,Calm,86.66,100000,1.198547689,OK,41.83,,
NG036,Tanker Ship,Escravos-Lagos,February,165.73,Diesel,6384.08,17499.87,Calm,75.4,100000,1.055926507,OK,38.52,,
NG036,Tanker Ship,Escravos-Lagos,March,254.38,HFO,11098.2,32881.74,Stormy,71.52,100000,1.292622848,LOW,43.63,,
NG036,Tanker Ship,Escravos-Lagos,April,96.41,HFO,3617.35,9291.03,Calm,76.33,100000,0.963699824,OK,37.52,,
NG036,Tanker Ship,Warri-Bonny,May,476.75,HFO,17439.52,50669.16,Stormy,90.34,100000,1.062803566,OK,36.58,,
NG036,Tanker Ship,Lagos-Apapa,June,467.87,Diesel,19764.07,50221.53,Moderate,91.08,100000,1.073407784,OK,42.24,,
NG036,Tanker Ship,Lagos-Apapa,July,202.99,Diesel,6561.39,19317.08,Moderate,91.05,100000,0.951627174,OK,32.32,,
NG036,Tanker Ship,Lagos-Apapa,August,413.97,HFO,18037.62,49624.5,Moderate,80.29,100000,1.198746286,OK,43.57,,
NG036,Tanker Ship,Port Harcourt-Lagos,September,218.58,Diesel,9294.25,26870.42,Stormy,88.52,100000,1.229317412,OK,42.52,,
NG036,Tanker Ship,Escravos-Lagos,October,125.02,Diesel,4854.02,12783.97,Stormy,89.07,100000,1.022553991,OK,38.83,,
NG036,Tanker Ship,Lagos-Apapa,November,327.54,HFO,11960.63,31050.58,Moderate,72.98,100000,0.947993528,LOW,36.52,,
NG036,Tanker Ship,Escravos-Lagos,December,414.72,Diesel,19837.1,56666.52,Calm,71.18,100000,1.366380208,LOW,47.83,,
NG037,Tanker Ship,Lagos-Apapa,January,253.43,Diesel,9895.74,29503.63,Calm,93.17,100000,1.16417275,OK,39.05,,
NG037,Tanker Ship,Escravos-Lagos,February,375.73,HFO,16279.94,47446.22,Calm,78.49,100000,1.262774333,OK,43.33,,
NG037,Tanker Ship,Lagos-Apapa,March,446.28,Diesel,18321.43,51926.92,Moderate,72.02,100000,1.163550238,LOW,41.05,,
NG037,Tanker Ship,Port Harcourt-Lagos,April,408.65,Diesel,18825.88,48115.95,Stormy,86.22,100000,1.177436682,OK,46.07,,
NG037,Tanker Ship,Port Harcourt-Lagos,May,379.02,HFO,18379.1,46287.32,Moderate,85.81,100000,1.221236874,OK,48.49,,
NG037,Tanker Ship,Port Harcourt-Lagos,June,366.05,Diesel,14785.37,37002.93,Calm,71.11,100000,1.010870919,LOW,40.39,,
NG037,Tanker Ship,Port Harcourt-Lagos,July,495.5,HFO,23070,59047.14,Calm,92.07,100000,1.19166781,OK,46.56,,
NG037,Tanker Ship,Lagos-Apapa,August,72.89,Diesel,3150.3,8404.85,Stormy,73.5,100000,1.153086843,LOW,43.22,,
NG037,Tanker Ship,Escravos-Lagos,September,116.18,Diesel,4800.98,13419.8,Stormy,78.94,100000,1.155086934,OK,41.32,,
NG037,Tanker Ship,Lagos-Apapa,October,195.05,HFO,6077.71,15658.75,Stormy,78.62,100000,0.802806973,OK,31.16,,
NG037,Tanker Ship,Lagos-Apapa,November,250.25,HFO,9944.61,25961.1,Moderate,85.52,100000,1.037406593,OK,39.74,,
NG037,Tanker Ship,Port Harcourt-Lagos,December,381.18,HFO,13264.76,36803.83,Stormy,85.25,100000,0.965523637,OK,34.80,,
NG038,Oil Service Boat,Port Harcourt-Lagos,January,59.55,HFO,1535.99,4051.51,Stormy,89.63,1500,45.35695494,OK,25.79,,
NG038,Oil Service Boat,Lagos-Apapa,February,131.76,HFO,4211.8,10736.86,Moderate,88.94,1500,54.325339,OK,31.97,,
NG038,Oil Service Boat,Warri-Bonny,March,117.17,HFO,3115.84,9065.72,Calm,82.46,1500,51.58157663,OK,26.59,,
NG038,Oil Service Boat,Lagos-Apapa,April,29.45,HFO,998.3,2773.11,Moderate,88.05,1500,62.77555178,OK,33.90,,
NG038,Oil Service Boat,Lagos-Apapa,May,33.08,HFO,986.77,2760.15,Calm,84.66,1500,55.62575574,OK,29.83,,
NG038,Oil Service Boat,Port Harcourt-Lagos,June,106.45,HFO,3526,8864.01,Calm,83.93,1500,55.51282292,OK,33.12,,
NG038,Oil Service Boat,Port Harcourt-Lagos,July,33.06,Diesel,869,2242.6,Moderate,94.67,1500,45.22282718,OK,26.29,,
NG038,Oil Service Boat,Warri-Bonny,August,102.12,Diesel,2768.11,8268.36,Moderate,75.02,1500,53.97806502,OK,27.11,,
NG038,Oil Service Boat,Port Harcourt-Lagos,September,33.56,Diesel,1009.83,2799.76,Moderate,87.28,1500,55.61700437,OK,30.09,,
NG038,Oil Service Boat,Escravos-Lagos,October,106.87,HFO,3716.05,11138.72,Calm,93.4,1500,69.48454509,OK,34.77,,
NG038,Oil Service Boat,Port Harcourt-Lagos,November,40.59,HFO,1193.39,3442.23,Calm,85.01,1500,56.53658537,OK,29.40,,
NG038,Oil Service Boat,Warri-Bonny,December,127.42,Diesel,4428.47,12536.07,Calm,91.41,1500,65.58923246,OK,34.75,,
NG039,Fishing Trawler,Escravos-Lagos,January,144.44,Diesel,4228.03,12596.75,Calm,71.52,500,174.4219053,LOW,29.27,,
NG039,Fishing Trawler,Lagos-Apapa,February,187.48,HFO,4842.47,14403.64,Moderate,86.07,500,153.6552166,OK,25.83,,
NG039,Fishing Trawler,Lagos-Apapa,March,191.49,Diesel,4713.67,12613.72,Stormy,83.45,500,131.7428586,OK,24.62,,
NG039,Fishing Trawler,Port Harcourt-Lagos,April,193.79,HFO,5188.07,14723.97,Moderate,79.68,500,151.9579958,OK,26.77,,
NG039,Fishing Trawler,Port Harcourt-Lagos,May,167.56,Diesel,4965.11,14693.19,Calm,72.25,500,175.3782526,LOW,29.63,,
NG039,Fishing Trawler,Lagos-Apapa,June,88.41,HFO,2051.46,5621.43,Stormy,87.44,500,127.1672888,OK,23.20,,
NG039,Fishing Trawler,Warri-Bonny,July,64.28,HFO,1384.93,3983.49,Moderate,81.44,500,123.9418171,OK,21.55,,
NG039,Fishing Trawler,Port Harcourt-Lagos,August,96.34,Diesel,2659.86,6766.77,Moderate,75.07,500,140.4768528,OK,27.61,,
NG039,Fishing Trawler,Escravos-Lagos,September,93.19,Diesel,2257.04,6143.2,Stormy,77.69,500,131.8424724,OK,24.22,,
NG039,Fishing Trawler,Lagos-Apapa,October,154.83,HFO,3553.77,10240.13,Moderate,77.42,500,132.2757863,OK,22.95,,
NG039,Fishing Trawler,Port Harcourt-Lagos,November,57.27,Diesel,1205.32,3157.95,Calm,70.76,500,110.2828706,LOW,21.05,,
NG039,Fishing Trawler,Escravos-Lagos,December,105.25,Diesel,2972.94,7561.33,Stormy,82.3,500,143.6832304,OK,28.25,,
NG040,Fishing Trawler,Lagos-Apapa,January,95.26,Diesel,2740.5,7939.14,Stormy,81.09,500,166.6836028,OK,28.77,,
NG040,Fishing Trawler,Warri-Bonny,February,181.2,HFO,5354.46,15260.05,Calm,72.3,500,168.433223,LOW,29.55,,
NG040,Fishing Trawler,Port Harcourt-Lagos,March,177.71,HFO,3628.23,9178.14,Stormy,70.12,500,103.2934556,LOW,20.42,,
NG040,Fishing Trawler,Port Harcourt-Lagos,April,60.04,HFO,1617.92,4160.49,Moderate,71.53,500,138.5906063,LOW,26.95,,
NG040,Fishing Trawler,Warri-Bonny,May,88.93,HFO,2630.24,6638.61,Moderate,78.2,500,149.2996739,OK,29.58,,
NG040,Fishing Trawler,Escravos-Lagos,June,181.58,HFO,4467.77,12027.63,Calm,89.95,500,132.4774755,OK,24.60,,
NG040,Fishing Trawler,Escravos-Lagos,July,132,HFO,3553.16,9170.97,Stormy,78.94,500,138.9540909,OK,26.92,,
NG040,Fishing Trawler,Warri-Bonny,August,167.28,Diesel,4474.19,13342.81,Moderate,88.66,500,159.5266619,OK,26.75,,
NG040,Fishing Trawler,Lagos-Apapa,September,194.52,Diesel,5560.6,15895.62,Moderate,79.52,500,163.4342998,OK,28.59,,
NG040,Fishing Trawler,Port Harcourt-Lagos,October,168.83,Diesel,4583.63,12698.37,Calm,90.81,500,150.427886,OK,27.15,,
NG040,Fishing Trawler,Lagos-Apapa,November,66.86,HFO,1383.07,3680.4,Calm,94.9,500,110.0927311,OK,20.69,,
NG040,Fishing Trawler,Warri-Bonny,December,157.08,Diesel,3621,10415.05,Calm,91.89,500,132.6082251,OK,23.05,,
NG041,Oil Service Boat,Warri-Bonny,January,138.57,HFO,3906.66,10771.52,Stormy,86.99,1500,51.82227995,OK,28.19,,
NG041,Oil Service Boat,Warri-Bonny,February,87.13,Diesel,2663.62,7841.89,Moderate,92.24,1500,60.00145377,OK,30.57,,
NG041,Oil Service Boat,Escravos-Lagos,March,40.22,HFO,1349.04,3538.38,Calm,81.25,1500,58.65042268,OK,33.54,,
NG041,Oil Service Boat,Lagos-Apapa,April,102.82,HFO,3252.44,8815.9,Stormy,78.2,1500,57.16073397,OK,31.63,,
NG041,Oil Service Boat,Port Harcourt-Lagos,May,59.81,Diesel,1558.4,3913.09,Stormy,74.43,1500,43.61689795,LOW,26.06,,
NG041,Oil Service Boat,Port Harcourt-Lagos,June,88.01,Diesel,2614.95,7250.88,Calm,84.21,1500,54.92466765,OK,29.71,,
NG041,Oil Service Boat,Warri-Bonny,July,34.72,HFO,944.62,2509.99,Calm,75.21,1500,48.19489247,OK,27.21,,
NG041,Oil Service Boat,Port Harcourt-Lagos,August,83.88,HFO,2312.1,5843.49,Calm,81.38,1500,46.44325227,OK,27.56,,
NG041,Oil Service Boat,Warri-Bonny,September,28.8,Diesel,879.48,2465.78,Moderate,74.63,1500,57.07824074,LOW,30.54,,
NG041,Oil Service Boat,Warri-Bonny,October,94.37,Diesel,2838.58,7452.16,Calm,83.82,1500,52.64497898,OK,30.08,,
NG041,Oil Service Boat,Port Harcourt-Lagos,November,42.76,Diesel,1483.23,4385.76,Moderate,90.1,1500,68.37792329,OK,34.69,,
NG041,Oil Service Boat,Escravos-Lagos,December,27.68,Diesel,711.15,1788.04,Calm,75.02,1500,43.06454721,OK,25.69,,
NG042,Tanker Ship,Escravos-Lagos,January,52.87,Diesel,2553.1,6770.75,Calm,81.6,100000,1.280641195,OK,48.29,,
NG042,Tanker Ship,Port Harcourt-Lagos,February,385.78,Diesel,17682.58,48396.39,Calm,75.93,100000,1.254507491,OK,45.84,,
NG042,Tanker Ship,Escravos-Lagos,March,52.64,Diesel,2080.57,6016.3,Stormy,73.7,100000,1.142914134,LOW,39.52,,
NG042,Tanker Ship,Lagos-Apapa,April,82.52,HFO,2715.02,7103.44,Moderate,74.18,100000,0.860814348,LOW,32.90,,
NG042,Tanker Ship,Port Harcourt-Lagos,May,261.04,Diesel,11636.13,29967.22,Moderate,93.04,100000,1.147993411,OK,44.58,,
NG042,Tanker Ship,Port Harcourt-Lagos,June,334.93,Diesel,15068.67,39630.01,Moderate,83.98,100000,1.183232616,OK,44.99,,
NG042,Tanker Ship,Warri-Bonny,July,420.75,Diesel,17261.44,48925.78,Stormy,70.11,100000,1.162823054,LOW,41.03,,
NG042,Tanker Ship,Lagos-Apapa,August,214.34,HFO,10505.28,31381.37,Stormy,83.06,100000,1.46409303,OK,49.01,,
NG042,Tanker Ship,Warri-Bonny,September,75.25,HFO,2339.56,6090.58,Stormy,74.1,100000,0.809379402,LOW,31.09,,
NG042,Tanker Ship,Lagos-Apapa,October,222.44,HFO,8639.41,24557.5,Moderate,71.64,100000,1.104005575,LOW,38.84,,
NG042,Tanker Ship,Lagos-Apapa,November,138.63,HFO,5145.1,14632.48,Moderate,77.61,100000,1.055506023,OK,37.11,,
NG042,Tanker Ship,Escravos-Lagos,December,279.1,HFO,9226.05,26851.42,Stormy,82.94,100000,0.962071659,OK,33.06,,
NG043,Surfer Boat,Warri-Bonny,January,104.31,Diesel,1320.92,3764.19,Calm,76.5,50,721.7313776,OK,12.66,,
NG043,Surfer Boat,Port Harcourt-Lagos,February,112.46,Diesel,1807.78,5299.98,Stormy,70.83,50,942.5537969,LOW,16.07,,
NG043,Surfer Boat,Port Harcourt-Lagos,March,169.38,Diesel,2387.59,6625.09,Stormy,70.11,50,782.2753572,LOW,14.10,,
NG043,Surfer Boat,Warri-Bonny,April,22.13,Diesel,252.26,745.93,Moderate,86.52,50,674.1346588,OK,11.40,,
NG043,Surfer Boat,Warri-Bonny,May,44.26,Diesel,639.99,1727.3,Calm,87.98,50,780.5241753,OK,14.46,,
NG043,Surfer Boat,Lagos-Apapa,June,26.44,Diesel,312.74,804.45,Calm,74.41,50,608.5098336,LOW,11.83,,
NG043,Surfer Boat,Warri-Bonny,July,174.74,Diesel,3080.41,8903.26,Stormy,74.19,50,1019.029415,LOW,17.63,,
NG043,Surfer Boat,Port Harcourt-Lagos,August,81.98,Diesel,1326.33,3652.42,Moderate,77.44,50,891.051476,OK,16.18,,
NG043,Surfer Boat,Lagos-Apapa,September,85.8,Diesel,1427.89,3714.03,Calm,82.28,50,865.7412587,OK,16.64,,
NG043,Surfer Boat,Port Harcourt-Lagos,October,190.75,Diesel,3023.68,8467.92,Stormy,73.54,50,887.855308,LOW,15.85,,
NG043,Surfer Boat,Port Harcourt-Lagos,November,134.05,Diesel,1980.71,5678.37,Calm,90.85,50,847.2017904,OK,14.78,,
NG043,Surfer Boat,Warri-Bonny,December,34.25,Diesel,629.43,1639.93,Calm,70.79,50,957.6233577,LOW,18.38,,
NG044,Fishing Trawler,Escravos-Lagos,January,123.45,Diesel,2619.28,6665.2,Stormy,80.13,500,107.982179,OK,21.22,,
NG044,Fishing Trawler,Lagos-Apapa,February,136.29,HFO,3942.38,9986.38,Stormy,72.15,500,146.5460415,LOW,28.93,,
NG044,Fishing Trawler,Warri-Bonny,March,151.68,Diesel,4103.79,12241.61,Stormy,92.66,500,161.413634,OK,27.06,,
NG044,Fishing Trawler,Lagos-Apapa,April,146.62,Diesel,4124,12337.96,Stormy,78.8,500,168.2984586,OK,28.13,,
NG044,Fishing Trawler,Lagos-Apapa,May,156.44,HFO,3412.2,10231.35,Stormy,84.18,500,130.8022245,OK,21.81,,
NG044,Fishing Trawler,Lagos-Apapa,June,166.63,HFO,3748.78,9918.27,Calm,83.51,500,119.04543,OK,22.50,,
NG044,Fishing Trawler,Escravos-Lagos,July,187.79,Diesel,4245.03,11699.5,Moderate,71.37,500,124.601949,LOW,22.61,,
NG044,Fishing Trawler,Port Harcourt-Lagos,August,172.54,HFO,3451.72,10178.28,Stormy,74.65,500,117.9816854,LOW,20.01,,
NG044,Fishing Trawler,Port Harcourt-Lagos,September,51.37,Diesel,1038.45,3113.19,Calm,82.74,500,121.2065408,OK,20.22,,
NG044,Fishing Trawler,Warri-Bonny,October,159.31,HFO,4181.46,11970.84,Stormy,91.25,500,150.283598,OK,26.25,,
NG044,Fishing Trawler,Port Harcourt-Lagos,November,100.03,Diesel,2694.5,7992.36,Stormy,81.29,500,159.7992602,OK,26.94,,
NG044,Fishing Trawler,Escravos-Lagos,December,124.4,HFO,2885.75,7981.61,Moderate,81.96,500,128.3217042,OK,23.20,,
NG045,Oil Service Boat,Escravos-Lagos,January,125.96,Diesel,3352.07,9583.99,Stormy,78.68,1500,50.72504499,OK,26.61,,
NG045,Oil Service Boat,Lagos-Apapa,February,23.49,Diesel,655.28,1678.26,Moderate,83.47,1500,47.63048106,OK,27.90,,
NG045,Oil Service Boat,Escravos-Lagos,March,72.74,HFO,1916.45,5363.91,Calm,88.54,1500,49.1605719,OK,26.35,,
NG045,Oil Service Boat,Port Harcourt-Lagos,April,81.24,Diesel,2797.59,8204.48,Calm,75.91,1500,67.32709667,OK,34.44,,
NG045,Oil Service Boat,Escravos-Lagos,May,46.28,Diesel,1318.21,3838.83,Stormy,79.85,1500,55.29861711,OK,28.48,,
NG045,Oil Service Boat,Escravos-Lagos,June,63.33,HFO,1904.91,5015.38,Stormy,75.03,1500,52.79625243,OK,30.08,,
NG045,Oil Service Boat,Lagos-Apapa,July,118.26,Diesel,3890.65,10833.21,Moderate,86.78,1500,61.07001522,OK,32.90,,
NG045,Oil Service Boat,Port Harcourt-Lagos,August,120.63,HFO,3536.52,8867.73,Stormy,72.32,1500,49.00787532,LOW,29.32,,
NG045,Oil Service Boat,Port Harcourt-Lagos,September,22.89,Diesel,678.68,1811.87,Stormy,81.46,1500,52.77035095,OK,29.65,,
NG045,Oil Service Boat,Port Harcourt-Lagos,October,120.7,Diesel,3333.73,8550.45,Stormy,85.24,1500,47.22700911,OK,27.62,,
NG045,Oil Service Boat,Lagos-Apapa,November,79.61,Diesel,2462.39,6313.03,Stormy,89.58,1500,52.86630658,OK,30.93,,
NG045,Oil Service Boat,Warri-Bonny,December,44.43,Diesel,1128.39,3336.41,Calm,74.45,1500,50.06242029,LOW,25.40,,
NG046,Oil Service Boat,Escravos-Lagos,January,62.94,HFO,2119.65,5386.4,Moderate,80.19,1500,57.05327825,OK,33.68,,
NG046,Oil Service Boat,Escravos-Lagos,February,114.25,HFO,2914.95,7814.65,Calm,91.73,1500,45.59970824,OK,25.51,,
NG046,Oil Service Boat,Lagos-Apapa,March,117.37,Diesel,3167.84,8097.2,Stormy,87.14,1500,45.99244554,OK,26.99,,
NG046,Oil Service Boat,Port Harcourt-Lagos,April,96.98,HFO,3052.61,8055.57,Moderate,91.53,1500,55.37616003,OK,31.48,,
NG046,Oil Service Boat,Port Harcourt-Lagos,May,60.5,Diesel,1626.9,4470.35,Calm,82.93,1500,49.2600551,OK,26.89,,
NG046,Oil Service Boat,Lagos-Apapa,June,32.84,HFO,858.54,2240.29,Calm,70.84,1500,45.47888754,LOW,26.14,,
NG046,Oil Service Boat,Port Harcourt-Lagos,July,58.81,Diesel,1499.56,3904.85,Stormy,91.68,1500,44.26514765,OK,25.50,,
NG046,Oil Service Boat,Port Harcourt-Lagos,August,141.59,Diesel,4273.6,12172.4,Moderate,84.19,1500,57.31289875,OK,30.18,,
NG046,Oil Service Boat,Escravos-Lagos,September,107.64,HFO,3721.46,9594.88,Moderate,92.58,1500,59.42574012,OK,34.57,,
NG046,Oil Service Boat,Lagos-Apapa,October,102.83,Diesel,3478.06,9386.55,Calm,79.47,1500,60.85480891,OK,33.82,,
NG046,Oil Service Boat,Lagos-Apapa,November,109.78,Diesel,2860.52,7247.64,Calm,85.97,1500,44.01311714,OK,26.06,,
NG046,Oil Service Boat,Lagos-Apapa,December,99,Diesel,3035.46,8017.01,Stormy,80.59,1500,53.98659933,OK,30.66,,
NG047,Surfer Boat,Lagos-Apapa,January,124.39,Diesel,1353.44,3934.06,Calm,76.43,50,632.5363775,OK,10.88,,
NG047,Surfer Boat,Lagos-Apapa,February,35.49,Diesel,612.51,1697.79,Calm,85.55,50,956.7709214,OK,17.26,,
NG047,Surfer Boat,Lagos-Apapa,March,29.82,Diesel,352.36,897.01,Calm,90.36,50,601.6163649,OK,11.82,,
NG047,Surfer Boat,Warri-Bonny,April,22.93,Diesel,437.88,1266.95,Calm,82.63,50,1105.058875,OK,19.10,,
NG047,Surfer Boat,Lagos-Apapa,May,106.39,Diesel,2026.55,5365.64,Stormy,83.92,50,1008.673748,OK,19.05,,
NG047,Surfer Boat,Port Harcourt-Lagos,June,41.39,Diesel,572.71,1473.82,Stormy,91.94,50,712.1623581,OK,13.84,,
NG047,Surfer Boat,Port Harcourt-Lagos,July,169.27,Diesel,2687.83,7800.58,Moderate,74.52,50,921.6730667,LOW,15.88,,
NG047,Surfer Boat,Warri-Bonny,August,26.02,Diesel,408.74,1049.73,Calm,75.74,50,806.8639508,OK,15.71,,
NG047,Surfer Boat,Lagos-Apapa,September,75.76,Diesel,1505.24,4327.57,Stormy,84.86,50,1142.441922,OK,19.87,,
NG047,Surfer Boat,Lagos-Apapa,October,168.63,Diesel,1764.66,4859.44,Moderate,82.94,50,576.3434739,OK,10.46,,
NG047,Surfer Boat,Lagos-Apapa,November,110.94,Diesel,1144.24,2961.8,Moderate,75.44,50,533.9462773,OK,10.31,,
NG047,Surfer Boat,Lagos-Apapa,December,122.78,Diesel,1871.41,4992.98,Moderate,80.26,50,813.3213878,OK,15.24,,
NG048,Tanker Ship,Warri-Bonny,January,433.21,Diesel,15172.55,45417.79,Stormy,88.87,100000,1.048401237,OK,35.02,,
NG048,Tanker Ship,Port Harcourt-Lagos,February,334.98,HFO,14100.25,40795.77,Calm,90.46,100000,1.217856887,OK,42.09,,
NG048,Tanker Ship,Escravos-Lagos,March,481.76,HFO,16009.22,44269.24,Moderate,75.13,100000,0.918906509,OK,33.23,,
NG048,Tanker Ship,Escravos-Lagos,April,402.08,HFO,17909.58,47861.11,Stormy,91.76,100000,1.190337992,OK,44.54,,
NG048,Tanker Ship,Lagos-Apapa,May,297.05,Diesel,13543.26,38499.82,Moderate,85.4,100000,1.296072042,OK,45.59,,
NG048,Tanker Ship,Escravos-Lagos,June,443.05,Diesel,13801.94,40601.21,Moderate,89.42,100000,0.916402438,OK,31.15,,
NG048,Tanker Ship,Lagos-Apapa,July,487.89,HFO,23503.71,65937.46,Calm,76.15,100000,1.351482096,OK,48.17,,
NG048,Tanker Ship,Lagos-Apapa,August,95.46,Diesel,3358.81,8903.85,Stormy,71.27,100000,0.932730987,LOW,35.19,,
NG048,Tanker Ship,Escravos-Lagos,September,91.92,HFO,4244.55,11296.56,Calm,85.46,100000,1.228955614,OK,46.18,,
NG048,Tanker Ship,Escravos-Lagos,October,419.53,Diesel,12720.58,33561.64,Calm,75.05,100000,0.799981884,OK,30.32,,
NG048,Tanker Ship,Port Harcourt-Lagos,November,145.54,Diesel,5843.19,16006.77,Moderate,81.18,100000,1.099819294,OK,40.15,,
NG048,Tanker Ship,Escravos-Lagos,December,413.22,HFO,14730.75,42563.58,Moderate,91.25,100000,1.030046464,OK,35.65,,
NG049,Tanker Ship,Escravos-Lagos,January,451.7,HFO,21835.94,61933.63,Stormy,91.18,100000,1.371123091,OK,48.34,,
NG049,Tanker Ship,Warri-Bonny,February,85.88,HFO,2728.01,7575.29,Moderate,71.33,100000,0.882078482,LOW,31.77,,
NG049,Tanker Ship,Port Harcourt-Lagos,March,413.41,Diesel,19194.3,53716.18,Moderate,77.7,100000,1.299343993,OK,46.43,,
NG049,Tanker Ship,Port Harcourt-Lagos,April,401.31,Diesel,19032.25,55048.07,Stormy,74.27,100000,1.371709402,LOW,47.43,,
NG049,Tanker Ship,Warri-Bonny,May,90.09,HFO,2930.86,7968.39,Calm,78.3,100000,0.884492174,OK,32.53,,
NG049,Tanker Ship,Port Harcourt-Lagos,June,443.98,Diesel,13504.73,38941.72,Calm,73.5,100000,0.877105275,LOW,30.42,,
NG049,Tanker Ship,Port Harcourt-Lagos,July,209.07,Diesel,9944.51,26241.03,Calm,88.15,100000,1.255131296,OK,47.57,,
NG049,Tanker Ship,Warri-Bonny,August,257.09,Diesel,8598.75,24969.95,Stormy,86.41,100000,0.971253258,OK,33.45,,
NG049,Tanker Ship,Port Harcourt-Lagos,September,300.22,Diesel,13775.8,35682.56,Stormy,83.63,100000,1.188547065,OK,45.89,,
NG049,Tanker Ship,Lagos-Apapa,October,81.86,HFO,4027.22,10125.46,Moderate,81.01,100000,1.236924017,OK,49.20,,
NG049,Tanker Ship,Port Harcourt-Lagos,November,139.61,Diesel,4590.63,11948.32,Stormy,77.59,100000,0.855835542,OK,32.88,,
NG049,Tanker Ship,Escravos-Lagos,December,183.15,Diesel,7411.36,21680.99,Moderate,89.37,100000,1.183783238,OK,40.47,,
NG050,Fishing Trawler,Port Harcourt-Lagos,January,160.56,HFO,4203.34,11240.44,Calm,82.24,500,140.0154459,OK,26.18,,
NG050,Fishing Trawler,Escravos-Lagos,February,145.81,Diesel,3554.61,10091.05,Calm,89.97,500,138.413689,OK,24.38,,
NG050,Fishing Trawler,Port Harcourt-Lagos,March,96.41,HFO,2565.55,7686.2,Stormy,91.61,500,159.44819,OK,26.61,,
NG050,Fishing Trawler,Lagos-Apapa,April,158.06,HFO,3836.06,9897.85,Stormy,83.93,500,125.2416804,OK,24.27,,
NG050,Fishing Trawler,Warri-Bonny,May,53.29,HFO,1455.54,4011.96,Calm,71.48,500,150.5708388,LOW,27.31,,
